Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	ROI: 1.00 px per pixel: Green: Mean	ROI: 1.00 px per pixel: Green: Std.dev.	ROI: 1.00 px per pixel: Green: Min	ROI: 1.00 px per pixel: Green: Max	ROI: 1.00 px per pixel: Green: Median	ROI: 1.00 px per pixel: Red: Mean	ROI: 1.00 px per pixel: Red: Std.dev.	ROI: 1.00 px per pixel: Red: Min	ROI: 1.00 px per pixel: Red: Max	ROI: 1.00 px per pixel: Red: Median
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	fe41f014-b0d8-4b7e-a3eb-82e39585e81b	Cell			Annotation	Polygon	915.18	911.82	437	83.7353	0.7832	30.846	19.7782	0.7715	15.6264	6860	5.3862	32	6	26	0.9043	397	1.532	7	0	7	5.8451	2566	3.3906	18	0	18	725	101.8074	0.879	37.4726	24.6722	0.7567	13.9738	5.9613	32	0	1.0124	1.6107	7	0	7.2493	5.6624	51	0	11.446	5.9205	31	0	1.1777	1.7137	7	0	9.3972	7.4844	51	0	0.6083	0	0	0	9	9	0	1.025	1.616	0	7	0	7.0278	5.3448	0	51	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	b2fcda32-6294-4bc3-bead-a468aaf94d76	Cell			Annotation	Polygon	822.75	919.08	716	103.8019	0.835	33.9872	30.175	0.3557	23.1676	16727	8.1227	50	3	47	1.3324	962	1.6463	10	0	10	6.3393	4577	5.2715	50	0	50	1103	123.5208	0.9085	41.1626	35.8387	0.4245	17.7792	10.3381	50	0	1.2624	1.6402	10	0	8.1828	6.9203	50	0	7.6214	5.1011	31	0	1.1305	1.6224	7	0	11.658	8.2112	47	0	0.647	0	0	0	38	32	1	1.3054	1.6662	0	10	0	8.1677	6.9525	0	50	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	bced929e-e9f2-4b08-82a9-d5fe8100e627	Cell			Annotation	Polygon	853.07	920.71	461	81.3396	0.8756	27.9054	23.2354	0.5532	26.6183	12484	9.4693	61	9	52	4.9296	2312	3.1039	17	0	17	18.7207	8780	7.6926	54	3	51	735	103.1233	0.8685	36.5438	29	0.5043	21.4715	10.6518	61	3	5.1889	3.1852	17	0	20.1916	8.1431	54	3	12.4307	5.196	31	3	5.6442	3.2797	17	0	22.7753	8.2823	54	3	0.6318	0	0	0	137	63	11	5.3241	3.1828	0	17	3.5	20.4298	7.9779	3	54	18.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	b077ef52-3e01-4fe7-824a-8405d37abdad	Cell			Annotation	Polygon	299.69	936.15	1145	135.0885	0.7885	49.5963	32.59	0.7528	15.4116	17600	5.9224	38	3	35	1.0447	1193	1.5453	10	0	10	7.676	8766	4.8477	32	0	32	1797	161.3141	0.8678	58.7314	41.3101	0.7104	12.4694	6.6766	38	0	0.9644	1.5367	10	0	7.5684	5.0475	32	0	7.3476	4.4531	31	0	0.8247	1.5127	10	0	7.3811	5.3763	29	0	0.6367	0	0	0	11	11	0	0.9656	1.5389	0	10	0	7.6297	5.0151	0	32	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f41ae22f-6e71-4ada-8a15-b3b96bf85f19	Cell			Annotation	Polygon	736.94	922.34	397	77.897	0.8222	27.2367	20.8122	0.5805	11.699	4703	9.0687	45	0	45	0.7612	306	1.3849	7	0	7	5.5299	2223	4.9673	25	0	25	765	104.2409	0.8847	36.084	30.2212	0.3916	8.1628	7.6411	45	0	0.6693	1.3069	7	0	4.9961	4.6908	25	0	4.2787	1.8547	12	0	0.5683	1.2093	7	0	4.4098	4.298	21	0	0.5242	0	0	0	3	3	0	0.6535	1.2974	0	7	0	4.9117	4.6476	0	25	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	00e208da-7508-4d66-a1a6-9ea69c8de509	Cell			Annotation	Polygon	123.02	929.31	763	101.6055	0.9288	33.9685	30.2925	0.3728	13.6714	10527	8.539	45	0	45	0.7442	573	1.338	7	0	7	4.6974	3617	3.9186	25	0	25	1297	130.2302	0.961	43.1172	38.9795	0.3665	9.6726	8.2481	45	0	0.6741	1.295	7	0	5.6849	4.8714	33	0	3.8409	1.8961	12	0	0.572	1.2238	7	0	7.125	5.7003	33	0	0.5921	0	0	0	8	8	0	0.6763	1.2968	0	7	0	5.5883	4.817	0	33	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	db2bf283-809d-48da-a02c-21cbe88ef50e	Cell			Annotation	Polygon	981.69	934.63	629	92.2433	0.9289	30.0775	27.6557	0.3522	24.1333	15204	16.2671	76	0	76	0.8159	514	1.4933	10	0	10	3.8048	2397	3.281	21	0	21	1117	120.5045	0.9666	39.334	36.8239	0.3459	15.5072	15.7183	76	0	0.839	1.4716	10	0	5.466	6.0995	47	0	4.3709	2.0903	12	0	0.8689	1.4441	7	0	7.6107	7.9529	47	0	0.5626	0	0	0	12	12	0	0.817	1.4631	0	10	0	5.3143	6.002	0	47	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	28efdc95-e6c5-4871-bdbf-c308af51e807	Cell			Annotation	Polygon	387.99	938.35	636	97.7773	0.836	34.4749	26.0332	0.5865	17.1148	10885	5.5536	38	6	32	6.2642	3984	3.2714	21	0	21	14.4104	9165	7.4356	47	3	44	1009	119.6347	0.8859	43.0837	31.0578	0.6492	13.2614	7.1248	38	0	5.3624	3.3618	21	0	15.5733	8.5162	52	0	6.7086	4.0543	21	0	3.8289	2.9341	13	0	17.5508	9.7898	52	0	0.6326	0	0	0	117	54	6	5.3009	3.4071	0	21	3.5	15.5657	8.5847	0	52	14.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	2be5975f-5b67-49cc-9b57-cf2a93ff3bf5	Cell			Annotation	Polygon	711.79	942.59	685	98.9944	0.8784	32.1959	29.1387	0.4072	16.3852	11273	10.3033	50	3	47	0.689	474	1.3334	10	0	10	4.5145	3106	3.505	29	0	29	1125	122.4762	0.9425	39.6063	36.9956	0.2527	11.7986	9.983	50	0	0.7311	1.3498	10	0	5.8012	6.4333	55	0	4.6105	2.2054	16	0	0.7973	1.3741	7	0	7.8178	8.9694	55	0	0.6107	0	0	0	11	11	0	0.7309	1.3505	0	10	0	5.8992	6.489	0	55	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	b779344a-707f-4bcf-bbda-7b46f94dd7ff	Cell			Annotation	Polygon	478.84	944.31	844	111.5907	0.8517	36.4167	32.0376	0.4696	20.1183	17181	6.3052	40	6	34	0.9461	808	1.5203	11	0	11	6.4262	5488	4.0415	21	0	21	1354	136.3721	0.9149	45.6739	37.9173	0.5286	17.6775	6.865	41	0	0.9616	1.5219	11	0	7.1292	5.2819	32	0	13.517	5.6817	41	0	0.988	1.5257	7	0	8.3273	6.738	32	0	0.6309	0	0	0	6	6	0	0.9445	1.5106	0	11	0	7.0015	5.1257	0	32	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	da302031-39be-47cf-8b93-556e0a7e9e24	Cell			Annotation	Polygon	639.29	951.88	1349	136.9258	0.9042	49.8497	34.9854	0.7055	14.4024	19400	5.4141	41	3	38	0.8137	1096	1.4101	7	0	7	6.6518	8960	5.3007	43	0	43	2011	163.7175	0.9428	59.0842	43.6972	0.6601	11.3917	6.3081	41	0	0.7525	1.3584	7	0	6.7147	5.4462	43	0	5.2932	2.3368	12	0	0.6286	1.239	7	0	6.8421	5.7315	39	0	0.6713	0	0	0	24	19	1	0.7454	1.355	0	7	0	6.7449	5.4413	0	43	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	cbdb7858-be91-48ba-a20e-395430e90edf	Cell			Annotation	Polygon	24.9	946.85	630	94.3607	0.8891	32.0715	26.8174	0.5571	14.4498	9219	9.7453	47	0	47	1.1144	711	1.6224	7	0	7	4.6803	2986	4.8724	29	0	29	1057	117.9564	0.9546	39.0883	35.8292	0.2821	10.2049	9.2684	47	0	0.9754	1.5492	7	0	5.4004	5.3669	36	0	3.772	1.8722	12	0	0.7648	1.4072	7	0	6.4917	5.8796	36	0	0.6051	0	0	0	11	11	0	0.9942	1.5499	0	7	0	5.57	5.5003	0	36	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	1180d94c-777d-4bbf-9253-afbccdc6eb30	Cell			Annotation	Polygon	436.85	962.81	1315	156.1811	0.6775	58.9782	29.0107	0.8896	18.8961	24924	6.4953	45	6	39	1.0159	1340	1.5627	7	0	7	8.1895	10802	5.1286	33	0	33	2067	179.439	0.8067	67.3586	37.3948	0.8451	16.1899	7.242	45	0	1.0256	2.211	72	0	8.6414	6.3253	47	0	11.4307	5.9151	34	0	1.0427	3.0331	72	0	9.436	7.9493	47	0	0.6385	1	1	0	36	22	2	1.0122	2.2005	0	72	0	8.4688	6.0686	0	47	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	7d35a140-5c9d-4fcc-bbaa-f605469ca143	Cell			Annotation	Polygon	873.91	946.27	352	70.377	0.8931	24.4834	20.2705	0.4386	22.6039	8047	15.0041	70	3	67	5.5253	1967	2.9564	21	0	21	31.8624	11343	9.1051	69	11	58	668	95.4989	0.9204	32.7968	27.805	0.3609	15.9302	13.5098	70	0	5.321	3.1643	21	0	29.37	9.9466	69	3	8.4353	5.3569	34	0	5.0915	3.3726	14	0	26.571	10.1195	62	3	0.5243	0	0	0	216	53	22	5.2045	3.1837	0	21	3.5	29.1636	10.1866	3	69	29.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	9eab0892-9902-4b83-9ab3-596f44cca8c6	Cell			Annotation	Polygon	3.117	944.92	69	35.5417	0.6864	14.6767	5.7206	0.9126	15.0267	1127	5.9092	32	6	26	1.2133	91	1.6048	7	0	7	1.9067	143	2.1064	11	0	11	140	56.327	0.5545	23.7674	7	0.963	10.8299	6.5128	32	0	0.9456	1.4655	7	0	2.5714	2.5882	14	0	6.4583	3.5838	15	0	0.6667	1.256	3	0	3.2639	2.863	14	0	0.4887	0	0	0	0	0	0	1.0149	1.4968	0	7	0	2.5299	2.4424	0	14	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	715ed19e-ee40-4b96-90d5-221cdf5c5194	Cell			Annotation	Polygon	822.88	958.44	570	103.2132	0.6724	34.6185	26.1316	0.694	22.0487	12678	10.6942	56	0	56	1.2922	743	1.6127	7	0	7	3.0139	1733	2.9561	14	0	14	978	125.6861	0.778	41.4431	34.6617	0.5251	17.6524	11.0273	56	0	1.2987	1.6424	7	0	3.2141	3.2238	25	0	11.4261	8.1148	50	0	1.3079	1.6855	7	0	3.4975	3.5533	25	0	0.5802	0	0	0	1	1	0	1.287	1.6227	0	7	0	3.1866	3.2233	0	25	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	e3d3db2e-ce30-4407-9db1-931296a66c25	Cell			Annotation	Polygon	553.77	965.02	779	110.1751	0.8065	37.7897	28.9295	0.5648	22.2328	17475	7.1226	54	3	51	1.2837	1009	1.6982	7	0	7	12.2468	9626	6.7586	50	0	50	1123	129.8829	0.8365	45.9937	35.4359	0.4675	19.8369	7.8528	54	0	1.2651	1.6638	7	0	12.0532	6.9072	50	0	14.3304	6.5861	48	0	1.2222	1.5836	7	0	11.6082	7.2277	43	0	0.6946	0	0	0	48	38	2	1.2987	1.6772	0	7	0	11.9902	6.8743	0	50	11.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	b30f835a-3802-4c94-babf-6a1de5845178	Cell			Annotation	Polygon	850.23	975.14	945	128.5397	0.7187	45.4	28.8276	0.8081	28.1893	26808	12.0616	61	3	58	1.9338	1839	2.1489	11	0	11	19.8307	18859	15.127	68	0	68	1430	147.7542	0.8231	51.362	36.4954	0.7241	21.6261	13.9221	61	3	1.856	2.1788	13	0	17.8001	15.6409	84	0	8.6229	5.9291	37	3	1.7021	2.2311	13	0	13.7771	15.8779	84	0	0.6602	0	0	0	258	66	24	1.8329	2.1471	0	13	3.5	17.721	15.5235	0	84	14.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	3efd2ec1-d8ec-44c8-8627-4df92f435459	Cell			Annotation	Polygon	75.73	971.34	729	101.9369	0.8816	32.127	30.3987	0.264	10.7871	7853	8.6927	44	0	44	0.9602	699	1.5	10	0	10	5.9313	4318	4.143	21	0	21	1253	127.4177	0.9698	41.2976	39.5493	0.2276	7.8082	7.596	44	0	0.8953	1.4868	10	0	6.3094	4.6857	25	0	3.6616	1.8242	12	0	0.805	1.4649	7	0	6.8356	5.3099	25	0	0.5856	0	0	0	3	3	0	0.8899	1.486	0	10	0	6.1652	4.6278	0	25	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	a01cccb1-254a-4214-9bc2-30a7c26b6745	Cell			Annotation	Polygon	582.3	969.3	421	80.2442	0.8216	28.3787	21.8291	0.5533	18.8939	8011	6.948	38	3	35	1.7099	725	1.8266	7	0	7	10.9528	4644	6.0383	32	0	32	722	104.6842	0.8279	36.1428	27.395	0.6283	14.3204	8.3548	38	0	1.4309	1.7608	7	0	10.855	6.4843	51	0	7.8567	5.377	32	0	1.0367	1.5844	7	0	10.7167	7.0751	51	0	0.5872	0	0	0	24	19	1	1.4373	1.7686	0	7	0	10.9074	6.4943	0	51	11.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	e0061b13-5573-441e-86ba-a63216d56ef1	Cell			Annotation	Polygon	981.38	974.76	732	102.5176	0.8752	33.5598	28.9262	0.4629	16.7686	12392	11.1367	59	3	56	1.0988	812	1.6715	10	0	10	2.7727	2049	3.9827	32	0	32	1263	128.7519	0.9574	42.2955	38.2295	0.4086	11.8081	10.44	59	0	0.8341	1.4965	10	0	2.519	3.473	32	0	4.852	2.249	15	0	0.463	1.1091	7	0	2.1632	2.5566	21	0	0.5829	0	0	0	4	4	0	0.84	1.501	0	10	0	2.4992	3.4826	0	32	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	15ed7763-55d5-4055-8f7e-12744bc07a2b	Cell			Annotation	Polygon	519.57	972.19	703	101.8028	0.8524	36.3777	24.4301	0.7304	22.0965	15578	7.7637	57	3	54	0.8837	623	1.4802	7	0	7	7.5362	5313	4.9823	29	0	29	1095	122.4828	0.9172	42.9172	33	0.5656	18.4562	8.9507	57	3	0.8714	1.4795	7	0	7.8814	5.36	32	0	11.8926	6.9992	38	3	0.8491	1.4799	7	0	8.5038	5.9372	32	0	0.6423	0	0	0	14	14	0	0.8808	1.4858	0	7	0	8.0345	5.3672	0	32	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	2e775c43-9b4a-4359-b6bd-c79b301139b0	Cell			Annotation	Polygon	396.45	979.45	665	101.291	0.8145	36.5638	24.0425	0.7561	18.7982	12670	12.4954	61	0	61	0.6766	456	1.3035	7	0	7	7.9184	5337	7.4635	47	0	47	1191	127.5811	0.9195	45.7547	32.9215	0.6764	12.7802	11.784	61	0	0.6376	1.2931	7	0	7.7894	7.2276	54	0	4.9498	2.828	25	0	0.5869	1.2789	7	0	7.6216	6.9122	54	0	0.5655	0	0	0	35	18	3	0.6428	1.2976	0	7	0	7.7758	7.2338	0	54	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	8ea66342-6327-47db-826d-be9d75a878b3	Cell			Annotation	Polygon	485.85	979.5	497	87.7484	0.8111	31.1143	22.2947	0.6953	20.6076	10345	6.4241	45	6	39	1.4203	713	1.692	7	0	7	7.245	3637	4.6362	25	0	25	830	106.1035	0.9265	37.8418	29.3623	0.6167	18.0647	6.8172	45	3	1.3501	1.6637	7	0	8.2602	5.7485	43	0	14.2199	5.4642	34	3	1.244	1.6168	7	0	9.7952	6.8338	43	0	0.5971	0	0	0	13	13	0	1.3576	1.6586	0	7	0	8.3859	5.6804	0	37	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ee9dc645-fdd9-4e8f-9eff-abbfeb80adbb	Cell			Annotation	Polygon	13.14	986.83	619	97.7284	0.8144	32.5568	25.7779	0.4817	14.7325	9252	6.2949	34	0	34	1.0685	671	1.557	7	0	7	10.2564	6441	6.1781	47	0	47	969	120.036	0.8451	41.1226	30	0.5892	11.4076	7.08	34	0	1.033	1.5337	7	0	11.807	7.2208	47	0	5.2845	3.4082	19	0	0.9677	1.4898	7	0	14.6628	8.0892	37	3	0.6405	0	0	0	42	28	2	1.0204	1.5288	0	7	0	11.771	7.1706	0	47	11.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	74dc8f95-9c7a-476f-a6b6-72fe61328eeb	Cell			Annotation	Polygon	892.29	983.95	624	94.4663	0.8787	32.6056	25.4472	0.5392	23.5843	14693	13.0523	61	3	58	1.1557	720	1.7162	10	0	10	4.2022	2618	4.82	39	0	39	1061	117.6601	0.9631	39.3716	34.378	0.4675	16.2356	13.5463	61	0	1.0518	1.6142	10	0	5.394	5.7132	39	0	5.7831	4.0161	28	0	0.9041	1.4462	7	0	7.089	6.4189	36	0	0.5908	0	0	0	12	12	0	1.0594	1.6108	0	10	0	5.3075	5.6655	0	39	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	7c0e5fa0-c060-45ca-b47d-a8a0cb5f80a6	Cell			Annotation	Polygon	692.65	986.13	760	112.6705	0.7523	40.2246	27.9307	0.6999	21.1209	16242	10.5776	60	0	60	1.4486	1114	1.7781	10	0	10	10.1847	7832	7.5113	47	0	47	1152	131.3458	0.8391	48.0778	34.5365	0.6655	16.378	11.1945	60	0	1.4663	1.828	10	0	10.3045	7.7466	55	0	6.9535	4.3006	25	0	1.5013	1.9253	10	0	10.5426	8.199	55	0	0.6572	0	0	0	57	34	4	1.4712	1.8329	0	10	0	10.319	7.7697	0	55	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	6678476b-0662-4e20-afec-e87078494daf	Cell			Annotation	Polygon	180.09	997.91	1366	140.7723	0.8662	51.5645	34.2863	0.7356	11.345	15554	4.9772	34	0	34	1.1656	1598	1.6344	7	0	7	9.3421	12808	5.4821	51	0	51	2008	165.7379	0.9186	60.4991	43.686	0.6574	9.0682	5.4123	34	0	0.9657	1.5394	7	0	8.451	6.1598	51	0	4.1755	1.982	12	0	0.5361	1.2061	7	0	6.5361	7.042	39	0	0.6833	0	0	0	34	34	0	0.9683	1.5417	0	7	0	8.4014	6.1905	0	51	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	99c4b6ec-d794-4aad-9a69-ab243e2677ba	Cell			Annotation	Polygon	725.41	991.37	581	93.7346	0.831	33.7683	25.2169	0.6006	19.5145	11416	6.2453	41	3	38	1.3419	785	1.703	7	0	7	7.4974	4386	5.0586	36	0	36	935	115.8047	0.8761	41.113	32	0.559	14.4722	8.4822	41	0	1.4465	1.7578	7	0	10.7527	8.7573	54	0	6.0201	3.6131	21	0	1.6218	1.8352	7	0	16.2092	10.7235	54	0	0.6283	0	0	0	49	24	4	1.4681	1.7646	0	7	0	10.9626	8.9829	0	54	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	523a404a-2df3-4cd3-9160-383e5a44b1d2	Cell			Annotation	Polygon	800.03	993.44	639	100.5365	0.7944	34.0931	26.8173	0.5053	19.3885	12525	11.9023	57	3	54	1.6672	1077	2.0351	13	0	13	8.952	5783	13.2053	76	0	76	1083	122.4317	0.9079	41.7232	35.507	0.3742	15.1166	11.1984	57	3	1.6198	2.014	13	0	9.5523	13.3387	76	0	8.7724	5.8326	34	3	1.5494	1.9825	7	0	10.4437	13.5002	72	0	0.5944	0	0	0	85	12	6	1.6112	1.9996	0	13	0	9.5421	13.3687	0	76	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	2358a650-b73c-4aba-9a3d-bdcfefb86cc6	Cell			Annotation	Polygon	469.66	1007.4	635	97.7983	0.8343	34.347	25.9151	0.6173	21.6756	13764	13.8444	67	3	64	1.0031	637	1.5646	7	0	7	9.2992	5905	8.2463	47	0	47	1021	118.634	0.9116	41.3213	34.4126	0.4624	15.5342	13.593	67	0	0.9922	1.5418	7	0	10.2031	8.9694	47	0	5.509	3.3886	37	0	0.9743	1.5058	7	0	11.6787	9.873	47	0	0.6224	0	0	0	60	19	6	1.008	1.5505	0	7	0	10.0673	8.8516	0	47	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	27fa028f-1b27-45cb-abbc-f7bfea3ec511	Cell			Annotation	Polygon	529.29	1008.4	669	109.2112	0.7049	42.8969	22.8446	0.8696	23.146	15693	9.344	61	6	55	1.1844	803	1.5762	7	0	7	10.3451	7014	5.2741	29	3	26	1088	128.7066	0.8253	51.5783	30.8983	0.7959	20.2539	9.2575	61	3	1.1182	1.5703	7	0	10.2016	5.9804	47	0	15.5061	6.8488	41	3	1.0097	1.5564	7	0	9.9661	6.9874	47	0	0.6169	0	0	0	30	20	1	1.1293	1.5755	0	7	0	10.0694	6.0044	0	47	11.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	78b9eb80-8b9b-46e5-9416-cb07264f5515	Cell			Annotation	Polygon	767.82	1009.4	748	106.506	0.8286	36.7823	27.2855	0.6452	15.7232	11871	5.1404	42	3	39	3.2795	2476	2.2888	14	0	14	16.004	12083	8.3795	72	3	69	1120	126.6728	0.8771	44.6965	33	0.6268	13.6847	6.0548	42	0	3.1572	2.3425	14	0	17.7575	10.2445	72	3	9.5364	5.6469	37	0	2.9084	2.4323	13	0	21.3261	12.5288	69	3	0.6731	0	0	0	136	61	7	3.1589	2.3529	0	14	3.5	17.6119	10.3324	3	72	14.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	64e01710-4f73-4b2c-8bcd-e7aa11a5465e	Cell			Annotation	Polygon	568.49	1008.5	770	108.2058	0.8264	37.4974	27	0.6428	23.5492	18180	6.6161	47	6	41	0.9495	733	1.5561	7	0	7	7.3782	5696	4.6509	36	0	36	1169	128.7917	0.8856	43.963	32	0.6143	20.6712	7.8849	47	3	0.9573	1.5375	7	0	7.3006	4.8763	36	0	15.1028	7.1285	47	3	0.9724	1.5027	7	0	7.1504	5.2879	29	0	0.6596	0	0	0	5	5	0	0.9384	1.5347	0	7	0	7.2296	4.8831	0	36	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	34be7374-539c-4b88-8b8c-5b0e89480e7c	Cell			Annotation	Polygon	836.05	1003	50	26.8267	0.8731	10.3406	6.8094	0.6529	17.3519	937	7.3771	37	3	34	1.8519	100	1.6415	7	0	7	6.7963	367	4.619	18	0	18	215	53.4732	0.9449	19.1606	14.9678	0.581	13.7477	7.0375	38	3	1.6147	1.7749	7	0	6.0138	4.2896	25	0	12.561	6.5206	38	3	1.5366	1.8147	7	0	5.7561	4.1581	25	0	0.2243	0	0	0	1	1	0	1.6119	1.7575	0	7	0	6.1841	4.3383	0	25	7.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	2df4f9f6-4ced-4ff4-9590-c36b4209fde6	Cell			Annotation	Polygon	877.81	1012.8	504	91.8127	0.7513	32.6278	21.8526	0.7136	24.33	12311	13.2699	61	3	58	1.081	547	1.5167	7	0	7	4.6976	2377	3.9288	32	0	32	788	109.7056	0.8228	39.4489	27	0.7297	18.0379	13.8165	61	0	1.0316	1.4747	7	0	5.4217	4.4508	36	0	6.9056	4.811	38	0	0.9441	1.3956	3	0	6.7028	5.0052	36	0	0.6407	0	0	0	2	2	0	1.0537	1.4833	0	7	0	5.3128	4.3371	0	36	3.5
240610 DB3 iPSC Neurons _1E4 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	740fa7c0-eafa-4b32-b8a6-5ad28975a499	Cell			Annotation	Polygon	687.65	1014.2	364	74.3662	0.8271	25.4883	19.5326	0.5382	19.388	7096	11.6984	57	3	54	1.5956	584	1.9375	11	0	11	10.0328	3672	6.8678	39	0	39	612	97.1523	0.8148	34.7463	23.7141	0.7297	14.2101	11.2799	57	0	1.5733	1.9472	11	0	8.9967	6.5251	39	0	6.5685	3.8969	25	0	1.5403	1.9649	11	0	7.4677	5.6596	29	0	0.5896	0	0	0	11	11	0	1.5599	1.9374	0	11	0	9.0978	6.5559	0	39	7.5
